0.0,14.5
0.01,14.5
0.02,14.5
0.03,14.5
0.04,14.5
0.05,14.5
0.06,14.5
0.07,14.5
0.08,14.5
0.09,14.5
0.1,14.5
0.11,14.5
0.12,14.5
0.13,14.5
0.14,14.5
0.15,14.5
0.16,14.5
0.17,14.5
0.18,14.5
0.19,14.5
0.2,14.5
0.21,14.5
0.22,14.5
0.23,14.5
0.24,14.5
0.25,14.5
0.26,14.5
0.27,14.5
0.28,14.5
0.29,14.5
0.3,14.5
0.31,14.5
0.32,14.5
0.33,14.5
0.34,14.5
0.35000000000000003,14.5
0.36,14.5
0.37,14.5
0.38,14.5
0.39,14.5
0.4,14.5
0.41000000000000003,14.5
0.42,14.5
0.43,14.5
0.44,14.5
0.45,14.5
0.46,14.5
0.47000000000000003,14.5
0.48,14.5
0.49,14.5
0.5,14.5
0.51,14.5
0.52,14.5
0.53,14.5
0.54,14.5
0.55,14.5
0.56,14.5
0.5700000000000001,14.5
0.58,14.5
0.59,14.5
0.6,14.5
0.61,14.5
0.62,14.5
0.63,14.5
0.64,14.5
0.65,14.5
0.66,14.5
0.67,14.5
0.68,14.5
0.6900000000000001,14.5
0.7000000000000001,14.5
0.71,14.5
0.72,14.5
0.73,14.5
0.74,14.5
0.75,14.5
0.76,14.5
0.77,14.5
0.78,14.5
0.79,14.5
0.8,14.5
0.81,14.5
0.8200000000000001,14.5
0.8300000000000001,14.5
0.84,14.5
0.85,14.5
0.86,14.5
0.87,14.5
0.88,14.5
0.89,14.5
0.9,14.5
0.91,14.5
0.92,14.5
0.93,14.5
0.9400000000000001,14.5
0.9500000000000001,14.5
0.96,14.5
0.97,14.5
0.98,14.5
0.99,14.5
1.0,14.5
1.01,14.5
1.02,14.5
1.03,14.5
1.04,14.5
1.05,14.5
1.06,14.5
1.07,14.5
1.08,14.5
1.09,14.5
1.1,14.5
1.11,14.5
1.12,14.5
1.1300000000000001,14.5
1.1400000000000001,14.5
1.1500000000000001,14.5
1.16,14.5
1.17,14.5
1.18,14.5
1.19,14.5
1.2,14.5
1.21,14.5
1.22,14.5
1.23,14.5
1.24,14.5
1.25,14.5
1.26,14.5
1.27,14.5
1.28,14.5
1.29,14.5
1.3,14.5
1.31,14.5
1.32,14.5
1.33,14.5
1.34,14.5
1.35,14.5
1.36,14.5
1.37,14.5
1.3800000000000001,14.5
1.3900000000000001,14.5
1.4000000000000001,14.5
1.41,14.5
1.42,14.5
1.43,14.5
1.44,14.5
1.45,14.5
1.46,14.5
1.47,14.5
1.48,14.5
1.49,14.5
1.5,14.5
1.51,14.5
1.52,14.5
1.53,14.5
1.54,14.5
1.55,14.5
1.56,14.5
1.57,14.5
1.58,14.5
1.59,14.5
1.6,14.5
1.61,14.5
1.62,14.5
1.6300000000000001,14.5
1.6400000000000001,14.5
1.6500000000000001,14.5
1.6600000000000001,14.5
1.67,14.5
1.68,14.5
1.69,14.5
1.7,14.5
1.71,14.5
1.72,14.5
1.73,14.5
1.74,14.5
1.75,14.5
1.76,14.5
1.77,14.5
1.78,14.5
1.79,14.5
1.8,14.5
1.81,14.5
